fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,5,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkThreeWay,5,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1|1|1|1|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,2,0.000000,0,true,2|1|2|1|1
A5_multiclassAndFork,2,1,1,2,0.000000,0,true,1|2|1|1|1
B_scaleAxis_tasks5_chain,5,3,3,6,0.000622,100,true,3|3|3|3|6
B_scaleAxis_tasks10_chain,5,8,7,10,0.003241,200,true,9|10|8|7|7
B_scaleAxis_tasks20_chain,5,20,19,25,0.088912,400,true,19|25|19|22|20
B_scaleAxis_tasks40_chain,5,64,59,69,0.043901,800,true,62|64|69|59|68
B_scaleAxis_tasks60_chain,5,152,149,174,0.062172,1200,true,152|150|174|149|157
B_scaleAxis_tasks5_fanout,8,4,3,8,5.611444,100,false,4|4|3|8|6
B_scaleAxis_tasks10_fanout,9,12,11,13,9.316167,200,false,13|11|12|12|12
B_scaleAxis_tasks20_fanout,9,34,26,41,11.882833,400,false,26|33|34|41|38
B_scaleAxis_tasks40_fanout,8,132,128,180,0.000000,0,true,128|180|132|141|128
B_scaleAxis_tasks60_fanout,8,330,303,337,0.000000,0,true,303|330|318|331|337
C1_fanOut2_caller_c1,8,2,1,2,5.859560,60,false,2|2|2|2|1
C1_fanOut2_caller_c2,8,2,2,3,5.859560,60,false,2|2|3|2|2
C1_fanOut3_caller_c1,8,2,2,2,7.232366,80,false,2|2|2|2|2
C1_fanOut3_caller_c2,8,2,2,3,7.232366,80,false,3|2|2|3|2
C1_fanOut4_caller_c1,8,5,3,6,6.047821,100,false,5|5|3|3|6
C1_fanOut4_caller_c2,8,3,3,5,6.047821,100,false,3|3|3|3|5
C2_infTaskSimple,2,0,0,1,0.000000,40,true,0|0|1|0|0
C2_infTaskShared,2,0,0,1,0.000000,65,true,0|0|0|1|0
C2_infTaskDeep,3,1,1,1,0.000001,80,true,1|1|1|1|1
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035721,65,true,1|1|1|1|1
C3_multiclassMultiEntry_3refs,2,1,1,2,0.355829,90,true,1|2|1|1|1
C3_multiclassMultiEntry_asymmetric,2,2,1,2,0.062914,65,true,2|2|1|1|2
C4_nearSaturation,3,1,1,1,0.463438,40,true,1|1|1|1|1
C4_predicateThreshold,2,0,0,1,0.000000,40,true,1|0|0|0|0
C4_lowDemand,3,0,0,0,0.000002,40,true,0|0|0|0|0
C5_satFanout_tasks5,46,34,31,47,0.000000,0,true,36|34|47|31|32
C5_satFanout_tasks10,14,16,16,19,0.000000,0,true,19|16|16|16|19
C5_satFanout_tasks20,8,31,28,33,0.000000,0,true,33|28|31|31|30
C5_satFanoutCaller_w2,22,8,7,9,0.000000,0,true,9|8|8|7|8
C5_satFanoutCaller_w3,26,13,13,14,0.000000,0,true,14|14|13|13|13
C5_satFanoutCaller_w4,30,20,17,22,0.000000,0,true,18|17|20|21|22
C6_andForkPsHost,3,0,0,1,0.000000,0,true,1|0|1|0|0
C7_deepChainMultiCall,5,6,6,9,0.000000,0,true,7|9|6|6|6
C7_deepChainAllExp,3,5,4,5,0.000000,0,true,5|4|5|5|5
