fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
B_scaleAxis_tasks5_fanout,3,2,2,3,600.000080,100,false,2|2|3|2|2
B_scaleAxis_tasks10_fanout,5,9,8,10,685.521765,200,false,9|9|8|10|9
B_scaleAxis_tasks20_fanout,5,27,25,35,1204.204640,400,false,25|26|27|28|35
B_scaleAxis_tasks40_fanout,4,93,87,135,0.000000,0,true,114|90|135|93|87
B_scaleAxis_tasks60_fanout,4,244,207,249,0.000000,0,true,225|245|249|244|207
C1_fanOut2_caller_c1,8,3,2,3,5.859560,60,false,2|2|3|3|3
C1_fanOut2_caller_c2,8,2,1,2,5.859560,60,false,2|2|2|1|2
C1_fanOut3_caller_c1,9,3,3,4,7.231772,80,false,4|3|3|3|3
C1_fanOut3_caller_c2,9,3,2,4,7.231772,80,false,3|2|3|4|3
C1_fanOut4_caller_c1,9,3,3,4,6.047138,100,false,4|3|3|3|3
C1_fanOut4_caller_c2,9,4,3,5,6.047138,100,false,3|4|5|4|4
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0|0|0|0|0
C2_infTaskShared,2,0,0,1,0.000000,65,true,0|0|0|1|1
C2_infTaskDeep,3,1,1,1,0.000001,80,true,1|1|1|1|1
C3_multiclassMultiEntry_2refs,2,1,1,2,0.035721,65,true,2|1|1|1|1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.355829,90,true,1|1|1|1|1
C3_multiclassMultiEntry_asymmetric,2,1,1,3,0.062914,65,true,1|3|2|1|1
C4_nearSaturation,3,1,1,1,0.463438,40,true,1|1|1|1|1
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0|0|0|0|0
C4_lowDemand,3,1,0,1,0.000002,40,true,1|1|0|1|0
C5_satFanout_tasks5,4,3,2,3,0.000000,0,true,2|2|3|3|3
C5_satFanout_tasks10,4,7,5,8,0.000000,0,true,7|5|7|8|6
C5_satFanout_tasks20,4,22,18,26,0.000000,0,true,18|22|26|23|21
C5_satFanoutCaller_w2,5,2,2,4,0.000000,0,true,4|2|2|2|2
C5_satFanoutCaller_w3,5,3,2,4,0.000000,0,true,4|4|2|3|3
C5_satFanoutCaller_w4,4,4,3,7,0.000000,0,true,5|4|3|4|7
C6_andForkPsHost,3,1,0,1,0.000000,0,true,0|1|1|1|0
C7_deepChainMultiCall,4,7,6,10,0.000000,0,true,6|6|10|7|8
C7_deepChainAllExp,3,5,5,5,0.000000,0,true,5|5|5|5|5
