fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
C1_fanOut4_caller_c2,6,3,3,3,6.051177,100,false,3|3|3|3|3
C2_infTaskSimple,2,1,0,1,0.000000,40,true,1|1|0|1|0
C2_infTaskShared,2,1,0,1,0.000000,65,true,1|1|1|0|0
C2_infTaskDeep,3,1,1,2,0.000001,80,true,1|1|2|1|1
C3_multiclassMultiEntry_2refs,2,1,1,2,0.035721,65,true,1|2|1|2|1
C3_multiclassMultiEntry_3refs,2,1,1,4,0.355829,90,true,1|4|1|1|1
C3_multiclassMultiEntry_asymmetric,2,2,1,2,0.062914,65,true,2|2|2|1|2
C4_nearSaturation,3,1,1,1,0.463438,40,true,1|1|1|1|1
C4_predicateThreshold,2,0,0,1,0.000000,40,true,1|0|0|1|0
C4_lowDemand,3,0,0,1,0.000002,40,true,1|0|1|0|0
C5_satFanout_tasks5,100,49,47,71,0.000000,0,true,47|48|49|63|71
C5_satFanout_tasks10,14,18,17,27,0.000000,0,true,27|19|18|18|17
C5_satFanout_tasks20,7,33,26,66,0.000000,0,true,26|32|66|37|33
C5_satFanoutCaller_w2,26,10,10,11,0.000000,0,true,10|11|10|10|10
C5_satFanoutCaller_w3,42,22,21,26,0.000000,0,true,22|26|21|23|21
C5_satFanoutCaller_w4,51,34,33,37,0.000000,0,true,37|33|33|36|34
C6_andForkPsHost,3,1,0,1,0.000000,0,true,1|1|0|1|1
C7_deepChainMultiCall,4,6,5,6,0.000000,0,true,6|6|6|5|6
C7_deepChainAllExp,3,6,5,7,0.000000,0,true,5|6|7|6|5
